,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
338,Arborway Auto Service,"['Auto Repair & Service', 'Brake Repair']",209 South St,Jamaica Plain,MA,02130,(617) 524-4505,7:30 am - 5:00 pm,49
339,John's Auto Body Shop,"['Auto Repair & Service', 'Brake Repair', 'Automobile Body Repairing & Painting']",1234 Dorchester Ave,Dorchester,MA,02125,(617) 265-7095,9:00 am - 5:00 pm,29
340,Foreign Car Specialists,['Auto Repair & Service'],3 Centre St,Dorchester Center,MA,02124,(617) 427-9416,,
341,N & K Auto Repair,['Auto Repair & Service'],30 Blue Hill Ave,Roxbury,MA,02119,(617) 442-2626,9:00 am - 5:00 pm,21
342,Allston Collision Center,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",420 Cambridge St,Allston,MA,02134,(617) 254-8200,7:00 am - 5:00 pm,20
343,Hannibal Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",21 Victory Rd,Dorchester,MA,02122,(617) 825-1325,8:00 am - 6:00 pm,29
344,Jcb Auto,"['Auto Repair & Service', 'Auto Oil & Lube', 'Brake Repair']",8 Rugg Rd,Allston,MA,02134,(617) 202-9600,8:00 am - 6:00 pm,9
345,Keegan's Service Station,"['Auto Repair & Service', 'Gas Stations']",3458 Washington St,Jamaica Plain,MA,02130,(617) 524-9542,7:00 am - 5:00 pm,60
346,Express Collision Center Inc,['Automobile Body Repairing & Painting'],43 Mystic St,Everett,MA,02149,(617) 294-1490,7:30 am - 6:00 pm,
347,"Dave's Auto, Llc.",['Auto Repair & Service'],,,,,(617) 739-3100,7:00 am - 5:00 pm,36
348,D and D Towing,"['Auto Repair & Service', 'Towing', 'Automotive Roadside Service']",,,,,(617) 464-8697,Open 24 Hours,27
349,G J Towing Inc,"['Auto Repair & Service', 'Towing', 'Truck Wrecking']",,,,,(781) 284-1810,12:00 am - 11:59 pm,31
350,Frank's ABC Towing,"['Auto Repair & Service', 'Towing', 'Truck Wrecking']",,,,,(617) 782-1616,9:00 am - 5:00 pm,44
351,Meineke Car Care Center,"['Auto Repair & Service', 'Automobile Electrical Equipment', 'Automobile Parts & Supplies']",11 Faneuil St,Brighton,MA,02135,(617) 500-2653,7:00 am - 6:00 pm,27
352,Titan Gas & Car Wash,"['Auto Repair & Service', 'Car Wash', 'Gas Stations']",590 Boston Ave,Medford,MA,02155,(781) 396-3319,6:00 am - 9:00 pm,
353,Bnk Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",69 Norman St,Everett,MA,02149,(617) 387-0052,8:00 am - 6:00 pm,1
354,Elite collision and repair inc.,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",61 Madison St,Malden,MA,02148,(617) 872-5894,,6
355,GR Auto Sales,"['Automobile Body Repairing & Painting', 'New Car Dealers', 'Used Car Dealers']",261 Mystic Ave,Medford,MA,02155,(781) 219-3574,,
356,Sako Auto Body,['Automobile Body Repairing & Painting'],395 Riverside Ave,Medford,MA,02155,(781) 306-0757,9:00 am - 5:00 pm,29
357,ABC AUTO WORKS,['Auto Repair & Service'],446 Western Ave,Brighton,MA,02135,(617) 870-7101,8:00 am - 5:00 pm,
358,Universal Auto,['Auto Repair & Service'],446 Western Ave,Brighton,MA,02135,(617) 987-0162,,
359,Factory Auto Service,['Auto Repair & Service'],446 Western Ave,Brighton,MA,02135,(617) 922-4913,8:00 am - 5:00 pm,
360,Monro Auto Service And Tire Centers,"['Auto Repair & Service', 'Brake Repair', 'Auto Oil & Lube']",20 Revere Beach Pkwy,Medford,MA,02155,(781) 395-5305,7:30 am - 6:00 pm,63
361,Asa Road Service,"['Auto Repair & Service', 'Towing', 'Automotive Roadside Service']",407 Mystic Ave,Medford,MA,02155,(781) 874-9829,,6
362,Pearl Street Auto,"['Auto Repair & Service', 'Gas Stations']",180 Pearl St,Somerville,MA,02145,(617) 616-5789,6:00 am - 11:00 pm,
363,Roberts Towing Inc,"['Auto Repair & Service', 'Towing', 'Truck Wrecking']",,,,,(617) 782-2525,12:00 am - 11:59 pm,3
364,Goodyear Auto Service,"['Auto Repair & Service', 'Tire Dealers']",300 Eastern Ave,Malden,MA,02148,(781) 324-8600,8:00 am - 5:00 pm,
365,Rogers Auto Radiator,"['Auto Repair & Service', 'Radiators Automotive Sales & Service', 'Automobile Air Conditioning Equipment-Service & Repair']",389 Riverside Ave,Medford,MA,02155,(781) 395-7777,9:00 am - 5:00 pm,48
366,Nu-Trend Tire & Auto Svc. Ctr,"['Auto Repair & Service', 'Brake Repair', 'Tire Dealers']",1 Boardman St,East Boston,MA,02128,(617) 567-2255,7:30 am - 5:30 pm,87
367,Action Emergency Services,"['Towing', 'Automobile Body Repairing & Painting', 'Truck Wrecking']",,,,,(781) 286-3900,9:00 am - 5:00 pm,32
368,Hm Car Service and Transportation,"['Auto Repair & Service', 'Automobile Transporters', 'Trucking-Motor Freight']",1837 Columbus Ave,Roxbury,MA,02119,(617) 522-3008,,6
369,Herb Chambers Toyota of Boston,"['Auto Repair & Service', 'Used Car Dealers', 'New Car Dealers']",32 Brighton Ave,Allston,MA,02134,(617) 787-1700,8:30 am - 9:00 pm,21
370,24 hrs Auto Shops,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Detailing']",198 Humboldt Ave,Dorchester,MA,02121,(857) 256-5893,8:00 am - 6:00 pm,17
371,Broadway Motor Service Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",88 Broadway,Revere,MA,02151,(781) 284-4675,8:00 am - 5:00 pm,73
372,US Auto Care,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Brake Repair']",1245 Dorchester Ave,Dorchester,MA,02125,(617) 282-1800,8:00 am - 6:00 pm,23
373,Meineke Car Care Center,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",53 Broadway,Malden,MA,02148,(617) 702-4227,7:30 am - 6:00 pm,41
374,Stevo Auto Repair Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",348 Salem St,Medford,MA,02155,(781) 257-6177,7:00 am - 6:00 pm,
375,Dave's Auto Service II,"['Auto Repair & Service', 'Used Car Dealers', 'Brake Repair']",771 E Squantum St,Quincy,MA,02171,(617) 302-3928,8:00 am - 12:00 pm,21
376,Supreme Auto Body,['Automobile Body Repairing & Painting'],38 Travis St,Allston,MA,02134,(617) 782-7880,9:00 am - 5:00 pm,
377,Rhm International,"['Auto Repair & Service', 'Auto Transmission']",81 Glen Rd,Brookline,MA,02445,(617) 608-0274,,9
378,Mecca Motors,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Auto Transmission']",112 Waverly St,Brighton,MA,02135,(617) 787-1707,7:30 am - 6:00 pm,33
379,Wooding's Garage,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",112 Waverly St,Brighton,MA,02135,(617) 782-4574,8:00 am - 5:00 pm,
380,Auto Solutions Inc,"['Auto Repair & Service', 'Automotive Tune Up Service', 'Automobile Parts & Supplies']",37 Everett Ave,Everett,MA,02149,(617) 389-2400,8:00 am - 5:00 pm,
381,Getty,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",2081 Revere Beach Pkwy,Everett,MA,02149,(617) 389-3133,9:00 am - 7:00 pm,
382,Hillside Auto Repair,"['Auto Repair & Service', 'Radiators Automotive Sales & Service', 'Automobile Electric Service']",583 Broadway,Somerville,MA,02145,(781) 395-9679,6:00 am - 6:00 pm,35
383,John's Mobile Car Care,['Auto Repair & Service'],331 Malden St,Medford,MA,02155,(617) 230-6885,9:00 am - 3:00 pm,25
384,Broadway Gas & Auto Service,['Auto Repair & Service'],356 Broadway,Everett,MA,02149,(617) 294-4847,,6
385,Kuendas Autobody Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",16 Burrell St,Roxbury,MA,02119,(617) 989-1290,,
386,Thompson Auto Shop,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",30 Terrace St,Roxbury Crossing,MA,02120,(617) 652-8244,,4
387,Foreign Car Specialists,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",3 Centre Street Ter,Roxbury,MA,02119,(617) 427-9416,7:30 am - 6:00 pm,37
388,Luxury Body Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",118 Quincy St,Dorchester,MA,02121,(617) 708-0993,8:30 am - 5:30 pm,3
389,Roys Auto Body Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",120 Quincy St,Dorchester,MA,02121,(617) 652-7000,,6
390,Amory Auto Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",1601 Columbus Ave,Roxbury,MA,02119,(617) 445-4385,,
391,DS Auto Repair Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",253 Quincy St,Dorchester,MA,02121,(617) 652-7531,,
392,Ryan S Automotive,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",1837 Columbus Ave,Roxbury,MA,02119,(617) 445-2055,,
393,Top & Son,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",379 Bowdoin St,Dorchester,MA,02122,(617) 506-8289,,3
394,"Peter's Repair & Auto Body, Inc.","['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Electric Service']",150 Freeport St,Dorchester,MA,02122,(617) 265-2223,,
395,Kiets Auto Repair,"['Auto Repair & Service', 'Automobile Repairing & Service-Equipment & Supplies', 'Emissions Inspection Stations']",1325 Dorchester Ave,Dorchester,MA,02122,(617) 265-6446,8:30 am - 6:00 pm,17
396,Cambridge Street Auto,"['Auto Repair & Service', 'Automobile Customizing', 'Automobile Body Repairing & Painting']",445 Cambridge St,Allston,MA,02134,(617) 254-7900,,3
397,P C Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Electric Service']",20 Rugg Rd,Allston,MA,02134,(617) 787-0002,,
398,Glenville Terrace Auto Body,"['Auto Repair & Service', 'Automobile Consultants', 'Automobile Body Repairing & Painting']",10 Penniman Rd,Allston,MA,02134,(617) 202-5922,,
399,M & S Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",150 Freeport St,Dorchester,MA,02122,(617) 282-4200,7:00 am - 6:00 pm,7
400,Nelson's Auto Collision,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",16 Woodside Ave,Winthrop,MA,02152,(617) 207-9648,8:00 am - 5:00 pm,6
401,J & A Autobody,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",286 Adams St,Dorchester,MA,02122,(617) 514-3021,8:00 am - 6:00 pm,9
402,Brother's Auto Body Repair and Sales,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Used Car Dealers']",328 Washington St,Dorchester,MA,02121,(617) 825-0775,,25
403,People's Choice Auto Repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",165 N Beacon St,Brighton,MA,02135,(617) 739-1900,,25
404,Paulo's Auto Repair,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'New Car Dealers']",155 N Beacon St,Brighton,MA,02135,(617) 739-1900,8:00 am - 6:00 pm,2
405,Fitzpatrick Brothers,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Customizing']",150 Centre St,Dorchester Center,MA,02124,(617) 825-1760,9:00 am - 5:00 pm,126
406,Blue Hill Tire Shop Inc,"['Auto Repair & Service', 'Automobile Customizing', 'Automobile Body Repairing & Painting']",883 Blue Hill Ave,Dorchester Center,MA,02124,(617) 822-0750,7:00 am - 7:00 pm,14
407,Western Auto,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Body Repairing & Painting']",206 Western Ave,Cambridge,MA,02139,(617) 497-1440,,
408,Autosal,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",444 Somerville Ave,Somerville,MA,02143,(617) 623-6441,9:00 am - 5:00 pm,9
409,Carneiro Auto Body and Sales,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",112 Bow St,Everett,MA,02149,(617) 944-9376,,
410,Sunrise Auto Center,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",41 Bartlett St,Everett,MA,02149,(617) 294-4224,8:00 am - 6:00 pm,42
411,A & P Collision Center,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",24 James St,Malden,MA,02148,(781) 874-9503,,
412,RSolis Customs Auto repair,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Electric Service']",140 Mystic Ave,Medford,MA,02155,(857) 888-3064,,
413,G A R Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",147 Highland Ave,Malden,MA,02148,(781) 480-4620,8:00 am - 6:00 pm,5
414,Hondaville,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Brake Repair']",48 New St,Cambridge,MA,02138,(617) 758-8686,8:00 am - 4:00 pm,
415,A & J Automotive,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",64 Eastern Ave,Malden,MA,02148,(781) 321-9500,,10
416,Sunrise Auto Spa,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Car Wash']",163 Eastern Ave,Malden,MA,02148,(781) 324-3530,10:00 am - 9:00 pm,8
417,Active Automotive & Bodyworks Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",5 Putnam St,Winthrop,MA,02152,(617) 846-5300,9:00 am - 5:00 pm,27
418,Bob's Auto Body,"['Auto Repair & Service', 'Auto Springs & Suspension', 'Windshield Repair']",1456 N Shore Rd,Revere,MA,02151,(781) 289-1300,8:00 am - 5:30 pm,26
419,Morrison's Auto-Rite,"['Auto Repair & Service', 'New Car Dealers', 'Automobile Electric Service']",475 Centre St,Jamaica Plain,MA,02130,(617) 522-4444,8:00 am - 5:30 pm,51
420,Circle Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",26 Thorndike St,Everett,MA,02149,(617) 387-9833,9:00 am - 5:00 pm,53
421,Auto Tuners,['Auto Repair & Service'],507 Main St,Malden,MA,02148,(781) 321-3087,9:00 am - 6:00 pm,13
422,Auto Precision,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",48 Prentiss St,Watertown,MA,02472,(617) 924-2000,8:30 am - 5:30 pm,27
423,Atlantic Auto Body Inc,"['Automobile Body Repairing & Painting', 'Automobile Detailing']",529 Broadway,Revere,MA,02151,(781) 284-8900,7:30 am - 5:00 pm,58
424,Samuel's Jaguar Motors Ltd.,['Auto Repair & Service'],296 N Beacon St,Brighton,MA,02135,(617) 787-1187,9:00 am - 5:00 pm,42
425,Libbey's Auto Repair,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",134 Mystic Ave,Medford,MA,02155,(781) 396-9131,8:00 am - 6:00 pm,36
426,Allston Auto Works Inc,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Windshield Repair']",87 Harvard Ave,Allston,MA,02134,(617) 783-1718,9:00 am - 5:00 pm,24
427,Village Collision,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",5 Waldo St,Brookline,MA,02446,(617) 735-8888,9:00 am - 5:00 pm,22
428,Century Auto Collision & Service Center,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",448 Eastern Ave,Malden,MA,02148,(781) 322-3981,8:00 am - 5:00 pm,18
429,Mike's Auto Repair,"['Auto Repair & Service', 'Brake Repair', 'Auto Oil & Lube']",55 Brighton Ave,Allston,MA,02134,(617) 782-2700,9:00 am - 5:00 pm,13
430,Paul's Foreign Auto,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",149 Ferry St,Malden,MA,02148,(781) 397-9020,8:00 am - 5:30 pm,29
431,Suburban Collision Center,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Automobile Restoration-Antique & Classic']",9 Foster St,Revere,MA,02151,(781) 426-2026,8:00 am - 5:00 pm,12
432,Jim's Auto Body,"['Auto Repair & Service', 'Automobile Body Repairing & Painting', 'Windshield Repair']",147 Shirley St,Winthrop,MA,02152,(617) 846-1384,8:00 am - 5:00 pm,38
433,New England Body Works,"['Auto Repair & Service', 'Automobile Body Repairing & Painting']",36 Mystic St,Everett,MA,02149,(617) 389-4941,9:00 am - 5:00 pm,38
434,"Riviera Auto Body, Inc.","['Auto Repair & Service', 'Automobile Body Repairing & Painting']",112 Bow St,Everett,MA,02149,(617) 389-9050,9:00 am - 5:00 pm,50
435,Jp Auto Services,"['Auto Repair & Service', 'Automobile Inspection Stations & Services', 'Gasoline Engines']",429 Centre St,Jamaica Plain,MA,02130,(617) 522-3287,8:00 am - 2:00 pm,16
436,West Cork Auto,['Auto Repair & Service'],600 Centre St,Jamaica Plain,MA,02130,(617) 522-5519,8:00 am - 4:30 pm,26
437,APA Automotive Transmissions,"['Auto Repair & Service', 'Auto Transmission', 'Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers']",73 Pleasant St,Cambridge,MA,02139,(617) 876-5544,8:00 am - 5:30 pm,42
438,J.K.A Auto & Truck Center,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Automobile Accessories']",216 Ferry St,Malden,MA,02148,(781) 844-0660,8:00 am - 5:00 pm,36
439,Macmillen Automotive,"['Auto Repair & Service', 'Engine Rebuilding & Exchange', 'Auto Engine Rebuilding']",388 Eastern Ave,Malden,MA,02148,(781) 324-5534,8:00 am - 5:00 pm,30
440,Sam's Auto Care,"['Auto Repair & Service', 'Emissions Inspection Stations', 'Automobile Inspection Stations & Services']",348 Salem St,Medford,MA,02155,(339) 674-9283,8:00 am - 5:00 pm,
441,Wentworth Service Station,"['Auto Repair & Service', 'Gas Stations']",50 Stedman St,Jamaica Plain,MA,02130,(617) 524-3713,8:30 am - 6:00 pm,25
442,Alba's Auto Repair,"['Auto Repair & Service', 'Used Car Dealers']",642 Washington Ave,Chelsea,MA,02150,(617) 889-2646,,44
443,Centre Motors Auto Body,['Automobile Body Repairing & Painting'],256 Hancock St,Dorchester,MA,02125,(617) 282-7100,9:00 am - 5:00 pm,40
444,ABJ Auto Repair,['Auto Repair & Service'],91 Marshall St,Somerville,MA,02145,(617) 625-6632,8:00 am - 6:00 pm,
445,Aris Auto,"['Auto Repair & Service', 'Automobile Diagnostic Service', 'Towing']",675 Somerville Ave,Somerville,MA,02143,(617) 776-9247,8:00 am - 6:00 pm,38
446,Lee Myles Transmissions & Autocare,"['Auto Repair & Service', 'Transmissions-Other']",1110 Dorchester Ave,Dorchester,MA,02125,(617) 282-0488,Open 24 Hours,38
447,New England Brake  And Auto Repair,"['Auto Repair & Service', 'Brake Repair']",22 Terrace St,Roxbury Crossing,MA,02120,(617) 427-9000,7:00 am - 6:00 pm,7
448,Roxbury Energy,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",67 Blue Hill Ave,Roxbury,MA,02119,(617) 445-8322,,
449,V & L Auto Repair V & L Auto Repair,['Auto Repair & Service'],120 Blue Hill Ave Ste 2,Roxbury,MA,02119,(617) 442-3760,,19
450,Dave's Auto Repair,['Auto Repair & Service'],880 Comnwlth Ave,Brookline,MA,02446,(617) 739-3100,,
451,Chelsea Transmission Co,"['Auto Repair & Service', 'Auto Transmission']",1 City Hall Ave,Chelsea,MA,02150,(617) 884-7472,,
452,Alex M Auto Services,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Service Equipment']",337 3rd St,Chelsea,MA,02150,(617) 884-3338,,1
453,Phillip's Auto Service,"['Auto Repair & Service', 'Automobile Air Conditioning Equipment-Service & Repair', 'Auto Transmission']",22 Centre Street Ter,Roxbury,MA,02119,(617) 445-8630,8:00 am - 6:00 pm,19
454,Easton Auto Service,['Auto Repair & Service'],7 Stoughton St,Dorchester,MA,02125,(617) 825-4112,,5
455,Astro Car Service,['Auto Repair & Service'],3 Half Moon St,Dorchester,MA,02125,(617) 442-2111,,
456,Firestone Complete Auto Care,"['Auto Repair & Service', 'Tire Dealers']",972  984 Commonwealth Ave,Brookline,MA,02445,(617) 277-8480,7:00 am - 9:00 pm,
457,Mobile Mechanic,['Auto Repair & Service'],500 Columbia Rd,Dorchester,MA,02125,(857) 309-4953,,
458,Dorchester Car Care,['Auto Repair & Service'],64 Pleasant St,Dorchester,MA,02125,(617) 282-0651,9:00 am - 5:00 pm,20
459,Mazzarell Car Care Systems,"['Auto Repair & Service', 'Car Wash']",946 Saratoga St,East Boston,MA,02128,(617) 567-2891,9:00 am - 5:00 pm,10
460,International Auto Service,"['Auto Repair & Service', 'Tire Dealers', 'Mufflers & Exhaust Systems']",120 Quincy St,Dorchester,MA,02121,(617) 427-7060,7:30 am - 5:30 pm,26
461,Amine Auto Repair,"['Auto Repair & Service', 'Automobile Electric Service', 'Brake Repair']",183 Cambridge St,Allston,MA,02134,(617) 787-1828,,
462,Lesterauto Repair Inc,['Auto Repair & Service'],17 Vernon St,Chelsea,MA,02150,(617) 889-2200,9:00 am - 5:00 pm,10
463,ABC Foreign Auto Werks,"['Auto Repair & Service', 'New Car Dealers']",17 Vernon St # 19,Chelsea,MA,02150,(617) 889-0890,,
464,7 Days Mechanic,['Auto Repair & Service'],415 Columbia Rd,Dorchester,MA,02125,(857) 309-4956,,
465,A & G Auto Tech,['Auto Repair & Service'],240 Quincy St,Dorchester,MA,02121,(617) 445-3800,,4
466,Fine Line Auto Repair Inc,['Auto Repair & Service'],401 Bowdoin St,Dorchester,MA,02122,(617) 282-7200,,4
467,Delarosa Auto Repair,['Auto Repair & Service'],1091 Bennington St,East Boston,MA,02128,(617) 569-9200,9:00 am - 5:00 pm,13
468,Andino Auto Center and Towing,"['Auto Repair & Service', 'Towing', 'Automobile Parts & Supplies']",1091 Bennington St,East Boston,MA,02128,(617) 561-4700,,
469,Foreign and Domestic Autocare,['Auto Repair & Service'],383 Washington Ave,Chelsea,MA,02150,(857) 776-4759,,
470,Triple A Auto Tech,['Auto Repair & Service'],1271 Dorchester Ave,Dorchester,MA,02122,(617) 514-3544,8:00 am - 6:00 pm,5
471,Low Price Auto Repair,['Auto Repair & Service'],60 School Street Pl,Roxbury,MA,02119,(857) 317-5303,,
472,Sein Auto Services,['Auto Repair & Service'],1325 Dorchester Ave,Dorchester,MA,02122,(617) 825-2124,,
473,Allston Rapid Auto Repair,['Auto Repair & Service'],287 Western Ave,Allston,MA,02134,(857) 540-7482,,
474,Performance Consultants,['Auto Repair & Service'],68 Griggs St,Allston,MA,02134,(617) 739-1441,,32
475,Fransisco Auto Repair,['Auto Repair & Service'],3162 Washington St,Jamaica Plain,MA,02130,(617) 522-0059,,
476,Harold Shoher Auto Reprg,['Auto Repair & Service'],305 Western Ave,Allston,MA,02134,(617) 254-6163,,
477,Sully's Service,['Auto Repair & Service'],445 Cambridge St,Allston,MA,02134,(617) 782-2270,,
478,Mobile Auto Clinic,"['Auto Repair & Service', 'Towing', 'Truck Service & Repair']",30 Rugg Rd,Allston,MA,02134,(617) 259-4497,12:00 am - 11:59 pm,11
479,D & G Auto Repair & Services,['Auto Repair & Service'],2 Emery Rd,Allston,MA,02134,(617) 208-4088,12:00 am - 11:59 pm,15
480,Car Windshield Chip Repair,['Auto Repair & Service'],185 High St,Brookline,MA,02445,(857) 245-5879,,
481,E & J Auto Tech Center & Tire Inc,['Auto Repair & Service'],3204 Washington St,Jamaica Plain,MA,02130,(617) 522-4128,,
482,Garage Tune-Up,['Auto Repair & Service'],130 Bowdoin St,Dorchester,MA,02122,(857) 221-5319,,
483,Pezzi Service Ctr,"['Auto Repair & Service', 'Gas Stations']",571 Washington Ave,Chelsea,MA,02150,(617) 884-9880,Open 24 Hours,
484,Jp Oil,"['Auto Repair & Service', 'Gas Stations', 'Fuel Oils']",525 Centre St,Jamaica Plain,MA,02130,(617) 942-7203,9:00 am - 5:00 pm,
485,Meteoric Auto Repair,['Auto Repair & Service'],545 Centre St,Jamaica Plain,MA,02130,(617) 390-6031,,1
486,Meteoric Auto Repair,['Auto Repair & Service'],77 Fenno St,Revere,MA,02151,(781) 241-9089,,
487,Crespi Foreign Auto,['Auto Repair & Service'],112 Waverly St,Brighton,MA,02135,(617) 787-1707,,
488,Centre Gibbs Inc,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",581 Centre St,Jamaica Plain,MA,02130,(617) 524-1930,8:00 am - 5:00 pm,
489,New Medallion Auto Service,['Auto Repair & Service'],446 Western Ave Ste 1,Brighton,MA,02135,(617) 782-7336,,19
490,Fast & Finest,['Auto Repair & Service'],281 Lee Burbank Hwy,Revere,MA,02151,(781) 629-1494,,
491,Juliana Auto Repair,['Auto Repair & Service'],281 Lee Burbank Hwy,Revere,MA,02151,(781) 629-9819,,1
492,Brighton Auto Clinic,['Auto Repair & Service'],3 Washington St,Brighton,MA,02135,(617) 566-8808,8:30 am - 5:00 pm,
493,Brakeman's Auto Repair,['Auto Repair & Service'],3427 Washington St,Jamaica Plain,MA,02130,(857) 488-2316,8:00 am - 5:00 pm,
494,Wagner Brake,"['Auto Repair & Service', 'Brake Repair']",145 N Beacon St,Brighton,MA,02135,(617) 912-2700,,16
495,SSG Jamie Chambers,['Auto Repair & Service'],1578 Dorchester Ave,Dorchester,MA,02122,(508) 889-8431,,
496,P C Automobile Repair,['Auto Repair & Service'],165 N Beacon St,Brighton,MA,02135,(617) 787-0767,,
497,Eddys Automotive,['Auto Repair & Service'],1607 Dorchester Ave,Dorchester,MA,02122,(617) 677-1646,,
498,R & R Auto Center,"['Auto Repair & Service', 'Automotive Tune Up Service', 'Auto Oil & Lube']",780 Blue Hill Ave,Dorchester Center,MA,02124,(617) 436-1770,8:00 am - 7:00 pm,8
499,Boston Auto Werks,"['Auto Repair & Service', 'New Car Dealers']",81 Veterans Rd,Winthrop,MA,02152,(617) 846-1286,8:00 am - 6:00 pm,5
500,Xtreme Auto & Custom LLC.,['Auto Repair & Service'],155 Shirley St,Winthrop,MA,02152,(617) 846-0068,8:00 am - 5:00 pm,7
501,Cimminos Auto Repair,['Auto Repair & Service'],155 Shirley St,Winthrop,MA,02152,(617) 846-8844,9:00 am - 5:00 pm,25
502,Local Auto Repair,['Auto Repair & Service'],777 William T Morrissey Blvd,Dorchester,MA,02122,(857) 217-0183,,
503,Sky Inc,['Auto Repair & Service'],50a Stedman St,Jamaica Plain,MA,02130,(617) 983-0222,,11
504,Midas Auto Service Experts,"['Auto Repair & Service', 'Automobile Parts & Supplies', 'Brake Repair']",320 Washington St,Brighton,MA,02135,(617) 787-3874,,
505,Dorchester Ave Gibbs,"['Auto Repair & Service', 'Gas Stations', 'Convenience Stores']",1707 Dorchester Ave,Dorchester Center,MA,02124,(617) 436-7667,9:00 am - 5:00 pm,
506,Jnr Inc,['Auto Repair & Service'],1707 Dorchester Ave,Dorchester Center,MA,02124,(617) 436-7667,,14
507,Pep's & Sasha's Auto Repair,['Auto Repair & Service'],188 Warren St,Roxbury,MA,02119,(617) 442-6868,8:00 am - 5:00 pm,22
508,Kerys Auto Svc,['Auto Repair & Service'],120 Blue Hill Ave,Roxbury,MA,02119,(617) 606-7069,9:00 am - 5:00 pm,10
509,Santana's Tires & Auto Repair,"['Auto Repair & Service', 'Tire Dealers', 'Gas Stations']",1891 Columbus Ave,Roxbury,MA,02119,(617) 522-5677,,21
510,Krueger Auto Repair,"['Auto Repair & Service', 'Automobile Consultants', 'Automobile Electric Service']",310 Columbia Rd,Dorchester,MA,02121,(617) 606-4033,9:00 am - 6:00 pm,11
511,LP Auto Repair,['Auto Repair & Service'],1232 Dorchester Ave,Dorchester,MA,02125,(617) 265-1234,9:00 am - 5:00 pm,16
512,Tech Auto Repair,['Auto Repair & Service'],1287 Dorchester Ave,Dorchester,MA,02122,(617) 287-9220,8:30 am - 6:00 pm,23
